student_id,subject_id,teacher_id,exam_1,exam_2,exam_3,attendance,final_score,date
STU_a000e7d1,SUB_ENG_307,TCH_7602e517,85.62,89.87,81.14,8,85.54,2025-09-13
STU_a000e7d1,SUB_COM_142,TCH_7602e517,90.2,64.7,76.44,8,77.11,2025-02-15
STU_02720ea8,SUB_BIO_910,TCH_b9608476,70.08,99.39,73.81,8,81.09,2025-04-30
STU_02720ea8,SUB_ART_886,TCH_61765dbd,86.43,72.69,87.33,10,82.15,2025-01-16
STU_02720ea8,SUB_ENG_307,TCH_59cac908,62.26,51.88,64.92,9,59.69,2025-01-28
STU_640f6610,SUB_MAT_392,TCH_fc41ed5e,84.69,53.28,58.83,8,65.6,2025-09-25
STU_640f6610,SUB_ART_886,TCH_2b2625e5,59.78,63.57,99.04,8,74.13,2025-05-14
STU_640f6610,SUB_ENG_307,TCH_be7faa8a,89.37,69.04,94.15,9,84.19,2025-02-04
STU_9b6850f9,SUB_PHY_117,TCH_82b5b2da,76.49,96.19,68.33,8,80.34,2025-09-27
STU_9b6850f9,SUB_BIO_910,TCH_29eb2101,67.91,52.11,74.02,10,64.68,2025-07-10
STU_9b6850f9,SUB_ART_886,TCH_be7faa8a,70.35,61.78,79.92,9,70.68,2025-03-26
STU_9b6850f9,SUB_ENG_307,TCH_82b5b2da,95.79,94.5,95.72,6,95.34,2025-08-09
STU_ea5e6009,SUB_ENG_307,TCH_7602e517,59.87,63.29,67.91,8,63.69,2025-11-16
STU_ea5e6009,SUB_CHE_148,TCH_b0dd4864,66.56,60.03,86.6,8,71.06,2025-06-17
STU_ea5e6009,SUB_ART_886,TCH_82b5b2da,50.42,82.53,92.45,9,75.13,2025-03-30
STU_ea5e6009,SUB_PHY_117,TCH_fc41ed5e,58.66,68.42,92.93,8,73.34,2025-09-24
STU_1899a418,SUB_COM_142,TCH_fc41ed5e,92.41,52.66,98.71,7,81.26,2025-10-22
STU_1899a418,SUB_ENG_307,TCH_2b2625e5,95.61,91.3,62.71,7,83.21,2025-06-27
STU_1899a418,SUB_CHE_148,TCH_59cac908,58.7,63.47,74.29,9,65.49,2025-05-17
STU_1899a418,SUB_ART_886,TCH_82b5b2da,79.12,84.25,81.0,6,81.46,2025-02-03
STU_1899a418,SUB_BIO_910,TCH_29eb2101,59.6,50.66,72.77,8,61.01,2025-11-11
STU_04f2df32,SUB_COM_142,TCH_fc41ed5e,72.39,92.02,90.09,9,84.83,2025-03-06
STU_04f2df32,SUB_CHE_148,TCH_be7faa8a,54.83,78.99,97.99,8,77.27,2025-03-05
STU_04f2df32,SUB_ENG_307,TCH_61765dbd,84.1,73.51,74.33,7,77.31,2025-07-29
STU_04f2df32,SUB_HIS_105,TCH_61765dbd,58.89,74.49,86.61,7,73.33,2025-01-13
STU_04f2df32,SUB_ART_886,TCH_61765dbd,58.36,68.84,51.58,7,59.59,2025-04-27
STU_9cf3c44d,SUB_COM_142,TCH_82b5b2da,51.15,94.67,67.94,9,71.25,2025-03-24
STU_9cf3c44d,SUB_BIO_910,TCH_59cac908,68.02,60.8,68.84,7,65.89,2025-04-25
STU_9cf3c44d,SUB_PHY_117,TCH_b9608476,61.4,62.54,81.47,5,68.47,2025-03-11
STU_9cf3c44d,SUB_CHE_148,TCH_b0dd4864,90.53,62.27,56.68,7,69.83,2025-04-04
STU_1775bbab,SUB_ENG_307,TCH_61765dbd,67.33,61.32,67.19,9,65.28,2025-02-26
STU_1775bbab,SUB_HIS_105,TCH_61765dbd,75.75,76.33,72.57,8,74.88,2025-05-25
STU_1775bbab,SUB_PHY_117,TCH_59cac908,79.54,66.16,52.83,8,66.18,2025-08-08
STU_59eb3a68,SUB_ART_886,TCH_59cac908,51.69,64.31,55.18,7,57.06,2025-10-30
STU_59eb3a68,SUB_PHY_117,TCH_7602e517,91.0,77.87,71.88,9,80.25,2025-03-10
STU_59eb3a68,SUB_MAT_392,TCH_7602e517,61.65,68.11,50.97,9,60.24,2025-04-27
STU_33952543,SUB_BIO_910,TCH_59cac908,83.91,83.07,83.81,9,83.6,2025-04-05
STU_33952543,SUB_ART_886,TCH_be7faa8a,80.32,77.53,90.79,8,82.88,2025-07-18
STU_33952543,SUB_COM_142,TCH_29eb2101,85.94,85.53,75.32,7,82.26,2025-05-18
STU_33952543,SUB_HIS_105,TCH_82b5b2da,64.42,81.16,92.04,9,79.21,2025-08-10
STU_33952543,SUB_MAT_392,TCH_82b5b2da,65.69,76.42,64.66,9,68.92,2025-02-06
STU_e7def220,SUB_ART_886,TCH_61765dbd,84.47,67.03,86.42,7,79.31,2025-02-24
STU_e7def220,SUB_CHE_148,TCH_82b5b2da,59.9,89.17,95.57,7,81.55,2025-09-26
STU_e7def220,SUB_COM_142,TCH_fc41ed5e,80.78,69.17,83.13,7,77.69,2025-04-06
STU_e7def220,SUB_MAT_392,TCH_82b5b2da,90.63,79.31,62.35,8,77.43,2025-07-24
STU_5cb34097,SUB_COM_142,TCH_b0dd4864,63.55,53.33,93.89,8,70.26,2025-07-21
STU_5cb34097,SUB_CHE_148,TCH_29eb2101,50.03,94.56,78.89,9,74.49,2025-07-25
STU_5cb34097,SUB_PHY_117,TCH_7602e517,55.43,82.81,93.32,7,77.19,2025-01-16
STU_36ffe1a4,SUB_BIO_910,TCH_82b5b2da,99.33,61.53,55.77,6,72.21,2025-05-10
STU_36ffe1a4,SUB_COM_142,TCH_b0dd4864,70.96,56.6,80.51,8,69.36,2025-08-24
STU_36ffe1a4,SUB_MAT_392,TCH_b0dd4864,85.59,62.74,87.46,8,78.6,2025-10-07
STU_36ffe1a4,SUB_ART_886,TCH_7602e517,69.34,99.49,66.49,7,78.44,2025-07-27
STU_201a8c83,SUB_MAT_392,TCH_7602e517,95.24,52.18,86.75,9,78.06,2025-10-24
STU_201a8c83,SUB_BIO_910,TCH_29eb2101,96.38,87.88,91.52,9,91.93,2025-05-03
STU_201a8c83,SUB_ENG_307,TCH_b9608476,88.26,64.78,60.34,8,71.13,2025-11-08
STU_201a8c83,SUB_PHY_117,TCH_be7faa8a,79.24,83.29,55.16,6,72.56,2025-11-04
STU_89927b90,SUB_BIO_910,TCH_29eb2101,62.13,86.15,96.61,9,81.63,2025-05-31
STU_89927b90,SUB_HIS_105,TCH_59cac908,92.79,85.44,51.44,9,76.56,2025-05-10
STU_89927b90,SUB_COM_142,TCH_61765dbd,87.27,88.73,67.74,8,81.25,2025-10-26
STU_911ec497,SUB_COM_142,TCH_b0dd4864,54.67,59.5,91.55,7,68.57,2025-01-07
STU_911ec497,SUB_BIO_910,TCH_59cac908,96.25,51.95,79.81,8,76.0,2025-07-29
STU_911ec497,SUB_MAT_392,TCH_b9608476,78.99,89.46,52.9,10,73.78,2025-11-07
STU_911ec497,SUB_ENG_307,TCH_59cac908,77.3,69.45,70.27,9,72.34,2025-09-16
STU_911ec497,SUB_PHY_117,TCH_b9608476,74.38,68.48,66.71,9,69.86,2025-04-24
STU_8d19d330,SUB_PHY_117,TCH_2b2625e5,98.54,50.92,78.07,7,75.84,2025-04-21
STU_8d19d330,SUB_COM_142,TCH_2b2625e5,67.47,50.83,78.0,6,65.43,2025-01-12
STU_8d19d330,SUB_CHE_148,TCH_be7faa8a,75.58,62.91,69.04,8,69.18,2025-08-03
STU_8d19d330,SUB_MAT_392,TCH_59cac908,74.63,77.13,92.1,10,81.29,2025-11-22
STU_8d19d330,SUB_ENG_307,TCH_61765dbd,93.27,57.06,88.42,8,79.58,2025-07-04
STU_51242f67,SUB_COM_142,TCH_be7faa8a,78.73,94.52,80.79,8,84.68,2025-10-19
STU_51242f67,SUB_MAT_392,TCH_7602e517,51.79,53.35,75.01,9,60.05,2025-04-15
STU_51242f67,SUB_CHE_148,TCH_61765dbd,56.27,66.4,51.12,6,57.93,2025-10-30
STU_51242f67,SUB_ART_886,TCH_b9608476,62.85,55.45,94.06,8,70.79,2025-08-21
STU_3d188689,SUB_MAT_392,TCH_29eb2101,53.63,51.98,78.75,10,61.45,2025-03-10
STU_3d188689,SUB_PHY_117,TCH_61765dbd,84.47,68.26,68.3,8,73.68,2025-05-01
STU_3d188689,SUB_ENG_307,TCH_7602e517,82.75,84.44,59.2,9,75.46,2025-04-23
STU_3d188689,SUB_COM_142,TCH_b9608476,84.2,82.32,81.5,7,82.67,2025-03-30
STU_e436dcba,SUB_COM_142,TCH_b0dd4864,80.45,65.64,66.2,8,70.76,2025-06-20
STU_e436dcba,SUB_MAT_392,TCH_b9608476,58.08,76.44,96.4,9,76.97,2025-04-30
STU_e436dcba,SUB_HIS_105,TCH_be7faa8a,70.31,60.4,88.52,7,73.08,2025-02-22
STU_e436dcba,SUB_ENG_307,TCH_7602e517,63.12,86.16,94.1,10,81.13,2025-01-02
STU_48c5c99c,SUB_PHY_117,TCH_2b2625e5,88.46,85.15,93.6,10,89.07,2025-10-11
STU_48c5c99c,SUB_ART_886,TCH_2b2625e5,67.61,63.08,75.61,9,68.77,2025-03-14
STU_48c5c99c,SUB_ENG_307,TCH_61765dbd,95.43,63.52,61.09,8,73.35,2025-01-19
STU_48c5c99c,SUB_BIO_910,TCH_29eb2101,58.08,98.16,76.67,8,77.64,2025-03-22
STU_12d90ba4,SUB_COM_142,TCH_b9608476,55.57,85.85,71.03,8,70.82,2025-10-06
STU_12d90ba4,SUB_HIS_105,TCH_59cac908,94.58,62.28,89.12,6,81.99,2025-07-20
STU_12d90ba4,SUB_BIO_910,TCH_7602e517,81.52,87.88,79.06,8,82.82,2025-01-16
STU_12d90ba4,SUB_PHY_117,TCH_fc41ed5e,94.15,64.92,91.03,6,83.37,2025-02-10
STU_82230040,SUB_PHY_117,TCH_be7faa8a,55.46,98.74,53.63,8,69.28,2025-09-09
STU_82230040,SUB_CHE_148,TCH_2b2625e5,85.64,65.65,98.54,9,83.28,2025-06-17
STU_82230040,SUB_ART_886,TCH_be7faa8a,99.21,98.5,94.56,8,97.42,2025-07-31
STU_574e6e7a,SUB_ART_886,TCH_29eb2101,53.69,89.13,94.51,8,79.11,2025-09-26
STU_574e6e7a,SUB_CHE_148,TCH_61765dbd,51.58,55.4,96.03,9,67.67,2025-10-18
STU_574e6e7a,SUB_PHY_117,TCH_82b5b2da,73.69,73.01,62.58,8,69.76,2025-07-01
STU_8384ef7a,SUB_MAT_392,TCH_61765dbd,98.66,88.71,54.51,8,80.63,2025-09-30
STU_8384ef7a,SUB_ART_886,TCH_61765dbd,79.05,60.05,80.72,7,73.27,2025-06-10
STU_8384ef7a,SUB_ENG_307,TCH_29eb2101,97.82,79.19,52.85,10,76.62,2025-01-25
STU_993d095c,SUB_ENG_307,TCH_b0dd4864,52.17,91.73,55.97,10,66.62,2025-06-22
STU_993d095c,SUB_BIO_910,TCH_29eb2101,66.87,92.61,89.98,7,83.15,2025-07-25
STU_993d095c,SUB_PHY_117,TCH_2b2625e5,98.78,96.5,85.76,9,93.68,2025-09-28
STU_ef9006ed,SUB_COM_142,TCH_29eb2101,93.46,68.75,72.34,9,78.18,2025-01-26
STU_ef9006ed,SUB_MAT_392,TCH_61765dbd,91.64,65.76,96.78,9,84.73,2025-01-26
STU_ef9006ed,SUB_CHE_148,TCH_61765dbd,97.76,54.63,64.98,8,72.46,2025-07-16
STU_ef9006ed,SUB_ART_886,TCH_b9608476,54.87,52.78,52.28,8,53.31,2025-03-01
STU_b26c69dc,SUB_ART_886,TCH_be7faa8a,71.08,92.0,72.42,7,78.5,2025-02-16
STU_b26c69dc,SUB_MAT_392,TCH_82b5b2da,67.12,75.63,94.38,7,79.04,2025-01-28
STU_b26c69dc,SUB_COM_142,TCH_be7faa8a,59.44,93.88,69.0,9,74.11,2025-10-13
STU_b26c69dc,SUB_HIS_105,TCH_2b2625e5,61.61,66.94,79.31,9,69.29,2025-09-17
STU_b26c69dc,SUB_BIO_910,TCH_2b2625e5,55.65,75.88,55.69,9,62.41,2025-03-26
STU_30f16646,SUB_MAT_392,TCH_b0dd4864,50.09,66.43,52.58,7,56.37,2025-06-30
STU_30f16646,SUB_HIS_105,TCH_b0dd4864,65.06,97.61,55.44,6,72.7,2025-06-28
STU_30f16646,SUB_PHY_117,TCH_be7faa8a,82.42,96.81,94.65,8,91.29,2025-01-09
STU_30f16646,SUB_ENG_307,TCH_2b2625e5,60.56,86.69,82.29,8,76.51,2025-04-12
STU_a71147d9,SUB_BIO_910,TCH_59cac908,59.64,93.59,65.11,6,72.78,2025-10-10
STU_a71147d9,SUB_MAT_392,TCH_b9608476,54.95,77.79,71.73,5,68.16,2025-09-07
STU_a71147d9,SUB_ART_886,TCH_29eb2101,62.42,53.49,56.84,7,57.58,2025-10-01
STU_a71147d9,SUB_CHE_148,TCH_61765dbd,88.91,56.61,66.23,7,70.58,2025-02-16
STU_56491b44,SUB_CHE_148,TCH_59cac908,55.61,81.06,86.53,8,74.4,2025-10-06
STU_56491b44,SUB_HIS_105,TCH_b9608476,62.32,72.47,60.76,8,65.18,2025-08-06
STU_56491b44,SUB_PHY_117,TCH_fc41ed5e,82.76,82.01,61.31,9,75.36,2025-03-28
STU_c93d8271,SUB_ART_886,TCH_2b2625e5,73.27,79.61,77.57,8,76.82,2025-01-09
STU_c93d8271,SUB_MAT_392,TCH_7602e517,70.29,55.98,67.5,6,64.59,2025-05-10
STU_c93d8271,SUB_CHE_148,TCH_29eb2101,81.17,68.32,50.06,6,66.52,2025-10-14
STU_c93d8271,SUB_ENG_307,TCH_fc41ed5e,65.44,67.25,81.74,7,71.48,2025-07-13
STU_28e52a9c,SUB_PHY_117,TCH_7602e517,72.36,79.41,55.5,8,69.09,2025-06-09
STU_28e52a9c,SUB_ENG_307,TCH_82b5b2da,56.77,93.16,90.61,8,80.18,2025-09-25
STU_28e52a9c,SUB_CHE_148,TCH_b0dd4864,70.48,72.16,78.79,8,73.81,2025-10-14
STU_28e52a9c,SUB_ART_886,TCH_2b2625e5,99.66,59.24,59.96,7,72.95,2025-07-11
STU_28e52a9c,SUB_MAT_392,TCH_b0dd4864,68.01,62.63,78.28,8,69.64,2025-03-13
STU_6dae773a,SUB_MAT_392,TCH_7602e517,61.85,54.53,60.43,9,58.94,2025-09-12
STU_6dae773a,SUB_ENG_307,TCH_59cac908,53.52,82.36,80.63,8,72.17,2025-08-05
STU_6dae773a,SUB_BIO_910,TCH_b9608476,53.59,98.95,59.49,9,70.68,2025-10-29
STU_6dae773a,SUB_HIS_105,TCH_29eb2101,65.42,89.67,61.78,9,72.29,2025-03-15
STU_da2539f1,SUB_CHE_148,TCH_7602e517,67.75,90.88,82.91,8,80.51,2025-08-21
STU_da2539f1,SUB_HIS_105,TCH_b9608476,60.73,90.28,90.4,8,80.47,2025-04-10
STU_da2539f1,SUB_COM_142,TCH_61765dbd,75.82,84.09,65.9,7,75.27,2025-01-10
STU_da2539f1,SUB_ART_886,TCH_be7faa8a,89.84,72.34,62.05,9,74.74,2025-09-20
STU_da2539f1,SUB_ENG_307,TCH_fc41ed5e,79.4,96.54,99.4,10,91.78,2025-01-19
STU_97e7891b,SUB_HIS_105,TCH_59cac908,64.21,99.14,64.95,7,76.1,2025-03-02
STU_97e7891b,SUB_CHE_148,TCH_82b5b2da,98.09,87.83,55.37,9,80.43,2025-02-09
STU_97e7891b,SUB_COM_142,TCH_82b5b2da,86.36,54.01,84.94,8,75.1,2025-02-10
STU_97e7891b,SUB_ART_886,TCH_59cac908,85.58,83.32,76.26,9,81.72,2025-10-12
STU_97e7891b,SUB_BIO_910,TCH_2b2625e5,80.48,57.16,57.47,10,65.04,2025-02-04
STU_f66cc355,SUB_PHY_117,TCH_fc41ed5e,81.88,75.31,62.86,10,73.35,2025-10-22
STU_f66cc355,SUB_HIS_105,TCH_be7faa8a,71.8,75.24,58.26,8,68.43,2025-10-31
STU_f66cc355,SUB_CHE_148,TCH_29eb2101,64.33,67.17,94.67,8,75.39,2025-01-21
STU_f67c614e,SUB_BIO_910,TCH_2b2625e5,74.22,52.28,83.98,10,70.16,2025-05-29
STU_f67c614e,SUB_HIS_105,TCH_b0dd4864,88.91,63.7,57.25,10,69.95,2025-03-09
STU_f67c614e,SUB_PHY_117,TCH_be7faa8a,55.59,59.55,66.41,10,60.52,2025-04-14
STU_e8777de2,SUB_ART_886,TCH_59cac908,81.28,83.22,97.19,9,87.23,2025-04-14
STU_e8777de2,SUB_BIO_910,TCH_7602e517,86.32,92.22,70.45,8,83.0,2025-09-09
STU_e8777de2,SUB_ENG_307,TCH_2b2625e5,87.74,86.61,83.24,7,85.86,2025-03-17
STU_e8777de2,SUB_COM_142,TCH_82b5b2da,74.11,63.22,97.28,8,78.2,2025-06-05
STU_e8777de2,SUB_PHY_117,TCH_be7faa8a,92.65,84.63,70.3,10,82.53,2025-02-16
STU_8f83814b,SUB_CHE_148,TCH_b9608476,93.81,85.32,58.12,9,79.08,2025-02-01
STU_8f83814b,SUB_BIO_910,TCH_82b5b2da,86.15,79.52,69.2,8,78.29,2025-11-01
STU_8f83814b,SUB_PHY_117,TCH_7602e517,57.0,87.41,81.45,10,75.29,2025-10-20
STU_8f83814b,SUB_MAT_392,TCH_be7faa8a,77.75,55.85,72.19,9,68.6,2025-04-30
STU_8f83814b,SUB_HIS_105,TCH_61765dbd,84.74,64.99,57.15,7,68.96,2025-01-20
STU_81b934e9,SUB_HIS_105,TCH_7602e517,94.27,90.98,51.65,8,78.97,2025-04-14
STU_81b934e9,SUB_MAT_392,TCH_29eb2101,91.93,86.45,65.32,7,81.23,2025-07-20
STU_81b934e9,SUB_PHY_117,TCH_b0dd4864,60.75,59.36,62.76,9,60.96,2025-06-28
STU_81b934e9,SUB_ENG_307,TCH_61765dbd,78.84,71.53,72.43,8,74.27,2025-06-30
STU_81b934e9,SUB_COM_142,TCH_7602e517,72.79,55.51,81.4,9,69.9,2025-04-21
STU_ae126080,SUB_ENG_307,TCH_7602e517,72.71,52.03,83.08,10,69.27,2025-11-04
STU_ae126080,SUB_ART_886,TCH_b0dd4864,98.71,75.35,50.18,7,74.75,2025-06-08
STU_ae126080,SUB_CHE_148,TCH_29eb2101,89.24,82.0,99.76,8,90.33,2025-07-09
STU_3a4350e7,SUB_CHE_148,TCH_59cac908,64.44,74.87,53.89,9,64.4,2025-08-15
STU_3a4350e7,SUB_BIO_910,TCH_2b2625e5,92.41,96.8,62.07,8,83.76,2025-05-28
STU_3a4350e7,SUB_COM_142,TCH_29eb2101,74.23,75.62,88.62,7,79.49,2025-07-02
STU_3a4350e7,SUB_PHY_117,TCH_59cac908,99.19,62.46,61.81,7,74.49,2025-03-07
STU_f29b190a,SUB_HIS_105,TCH_82b5b2da,62.89,51.75,63.91,8,59.52,2025-01-06
STU_f29b190a,SUB_MAT_392,TCH_82b5b2da,87.0,76.82,71.72,8,78.51,2025-10-31
STU_f29b190a,SUB_ENG_307,TCH_b0dd4864,84.62,59.03,80.88,9,74.84,2025-03-18
STU_c1cc2c19,SUB_BIO_910,TCH_82b5b2da,63.91,84.99,60.91,10,69.94,2025-03-24
STU_c1cc2c19,SUB_ART_886,TCH_29eb2101,70.83,95.63,88.25,9,84.9,2025-01-06
STU_c1cc2c19,SUB_CHE_148,TCH_2b2625e5,58.28,66.96,59.45,9,61.56,2025-10-24
STU_6a2cd1f1,SUB_PHY_117,TCH_61765dbd,96.35,70.36,50.05,6,72.25,2025-04-10
STU_6a2cd1f1,SUB_ART_886,TCH_2b2625e5,55.85,93.27,97.57,8,82.23,2025-02-26
STU_6a2cd1f1,SUB_BIO_910,TCH_29eb2101,72.18,50.08,90.17,9,70.81,2025-05-28
STU_6a2cd1f1,SUB_HIS_105,TCH_2b2625e5,95.5,86.01,99.23,7,93.58,2025-06-06
STU_6a2cd1f1,SUB_COM_142,TCH_2b2625e5,76.49,89.2,76.0,8,80.56,2025-11-19
STU_71edb6a0,SUB_HIS_105,TCH_2b2625e5,67.86,85.44,89.16,8,80.82,2025-03-16
STU_71edb6a0,SUB_PHY_117,TCH_7602e517,55.06,95.74,85.14,7,78.65,2025-08-16
STU_71edb6a0,SUB_CHE_148,TCH_be7faa8a,93.56,88.95,99.19,8,93.9,2025-01-03
STU_71edb6a0,SUB_BIO_910,TCH_b9608476,98.76,97.34,50.15,9,82.08,2025-05-20
STU_71edb6a0,SUB_ART_886,TCH_b0dd4864,85.3,96.54,84.74,8,88.86,2025-06-07
STU_cbb3859b,SUB_HIS_105,TCH_61765dbd,75.58,88.91,75.59,9,80.03,2025-03-01
STU_cbb3859b,SUB_PHY_117,TCH_7602e517,78.24,98.43,83.59,7,86.75,2025-08-06
STU_cbb3859b,SUB_MAT_392,TCH_61765dbd,55.13,53.84,66.09,9,58.35,2025-08-02
STU_cbb3859b,SUB_ART_886,TCH_be7faa8a,73.4,88.08,56.57,8,72.68,2025-04-01
STU_cbb3859b,SUB_COM_142,TCH_61765dbd,84.08,51.48,87.81,7,74.46,2025-09-22
STU_18323ef9,SUB_CHE_148,TCH_29eb2101,61.79,79.12,91.42,4,77.44,2025-09-28
STU_18323ef9,SUB_HIS_105,TCH_b9608476,60.55,84.73,90.01,8,78.43,2025-08-23
STU_18323ef9,SUB_BIO_910,TCH_be7faa8a,57.76,59.69,94.41,10,70.62,2025-11-01
STU_18323ef9,SUB_COM_142,TCH_b9608476,90.34,53.39,80.78,8,74.84,2025-01-25
STU_a79f26a7,SUB_COM_142,TCH_b0dd4864,69.25,68.06,91.35,8,76.22,2025-11-15
STU_a79f26a7,SUB_CHE_148,TCH_fc41ed5e,62.26,81.53,82.96,7,75.58,2025-02-26
STU_a79f26a7,SUB_HIS_105,TCH_29eb2101,73.55,53.37,77.61,8,68.18,2025-06-07
STU_7b62fde4,SUB_COM_142,TCH_7602e517,51.69,56.79,95.46,9,67.98,2025-11-14
STU_7b62fde4,SUB_PHY_117,TCH_7602e517,69.68,98.28,64.52,9,77.49,2025-11-17
STU_7b62fde4,SUB_CHE_148,TCH_2b2625e5,94.46,55.19,64.26,9,71.3,2025-04-16
STU_7b62fde4,SUB_ENG_307,TCH_29eb2101,78.9,66.55,68.09,8,71.18,2025-02-01
STU_72699353,SUB_CHE_148,TCH_7602e517,83.68,82.19,80.16,7,82.01,2025-05-05
STU_72699353,SUB_HIS_105,TCH_b0dd4864,83.41,74.05,51.76,9,69.74,2025-05-29
STU_72699353,SUB_MAT_392,TCH_be7faa8a,50.95,97.65,79.01,7,75.87,2025-11-04
STU_72699353,SUB_COM_142,TCH_59cac908,71.84,59.41,59.04,8,63.43,2025-10-18
STU_c74b089b,SUB_HIS_105,TCH_2b2625e5,78.72,79.75,85.24,9,81.24,2025-11-03
STU_c74b089b,SUB_MAT_392,TCH_2b2625e5,54.3,68.47,91.1,8,71.29,2025-04-19
STU_c74b089b,SUB_ENG_307,TCH_29eb2101,97.03,88.71,83.95,8,89.9,2025-05-10
STU_debf2798,SUB_PHY_117,TCH_7602e517,68.57,54.27,99.17,9,74.0,2025-09-10
STU_debf2798,SUB_HIS_105,TCH_61765dbd,79.09,62.55,90.46,8,77.37,2025-05-04
STU_debf2798,SUB_MAT_392,TCH_59cac908,83.98,92.66,64.59,7,80.41,2025-02-05
STU_debf2798,SUB_BIO_910,TCH_b0dd4864,90.1,58.39,55.73,7,68.07,2025-08-02
STU_b6e83329,SUB_MAT_392,TCH_fc41ed5e,64.57,65.64,69.02,7,66.41,2025-07-14
STU_b6e83329,SUB_ART_886,TCH_fc41ed5e,70.06,66.89,77.95,8,71.63,2025-04-09
STU_b6e83329,SUB_COM_142,TCH_82b5b2da,75.77,67.14,87.76,10,76.89,2025-02-13
STU_b6e83329,SUB_CHE_148,TCH_29eb2101,62.59,79.37,70.92,8,70.96,2025-07-30
STU_72d7570c,SUB_PHY_117,TCH_be7faa8a,69.1,83.35,58.31,10,70.25,2025-04-15
STU_72d7570c,SUB_CHE_148,TCH_29eb2101,53.55,79.79,88.5,9,73.95,2025-09-13
STU_72d7570c,SUB_ART_886,TCH_be7faa8a,83.21,62.18,68.66,8,71.35,2025-04-14
STU_72d7570c,SUB_ENG_307,TCH_2b2625e5,92.46,61.61,64.61,9,72.89,2025-05-25
STU_72d7570c,SUB_MAT_392,TCH_7602e517,66.21,66.81,54.37,8,62.46,2025-10-01
STU_c3342243,SUB_HIS_105,TCH_82b5b2da,76.78,59.12,63.96,8,66.62,2025-05-27
STU_c3342243,SUB_ART_886,TCH_82b5b2da,56.08,80.89,89.63,7,75.53,2025-10-21
STU_c3342243,SUB_PHY_117,TCH_2b2625e5,85.2,87.24,95.57,10,89.34,2025-07-22
STU_24f4d7d9,SUB_ENG_307,TCH_29eb2101,68.54,96.95,69.76,8,78.42,2025-03-23
STU_24f4d7d9,SUB_MAT_392,TCH_b0dd4864,65.39,89.98,67.34,6,74.24,2025-06-09
STU_24f4d7d9,SUB_HIS_105,TCH_82b5b2da,92.27,66.57,54.37,10,71.07,2025-09-20
STU_24f4d7d9,SUB_COM_142,TCH_61765dbd,97.77,79.22,53.37,8,76.79,2025-03-20
STU_71a5cb2a,SUB_HIS_105,TCH_b0dd4864,67.96,85.69,57.82,9,70.49,2025-07-01
STU_71a5cb2a,SUB_PHY_117,TCH_7602e517,76.19,93.65,68.64,9,79.49,2025-07-28
STU_71a5cb2a,SUB_ART_886,TCH_be7faa8a,71.3,60.64,63.9,7,65.28,2025-01-24
STU_71a5cb2a,SUB_CHE_148,TCH_59cac908,91.66,53.46,58.37,7,67.83,2025-02-14
STU_71a5cb2a,SUB_MAT_392,TCH_b0dd4864,52.52,51.25,93.49,8,65.75,2025-03-20
STU_3aee675f,SUB_HIS_105,TCH_fc41ed5e,51.28,81.69,64.13,6,65.7,2025-06-28
STU_3aee675f,SUB_CHE_148,TCH_7602e517,62.11,69.27,89.77,7,73.72,2025-11-02
STU_3aee675f,SUB_ART_886,TCH_b9608476,61.03,62.35,85.46,6,69.61,2025-02-18
STU_faa0ae8a,SUB_BIO_910,TCH_59cac908,64.7,77.57,66.31,10,69.53,2025-10-15
STU_faa0ae8a,SUB_PHY_117,TCH_29eb2101,76.64,67.14,77.51,9,73.76,2025-01-23
STU_faa0ae8a,SUB_HIS_105,TCH_82b5b2da,91.93,66.85,81.53,7,80.1,2025-09-04
STU_faa0ae8a,SUB_CHE_148,TCH_b9608476,84.14,71.12,89.29,8,81.52,2025-05-27
STU_c121eac7,SUB_PHY_117,TCH_be7faa8a,96.85,60.75,77.27,8,78.29,2025-08-03
STU_c121eac7,SUB_BIO_910,TCH_fc41ed5e,81.46,58.7,80.22,9,73.46,2025-01-12
STU_c121eac7,SUB_MAT_392,TCH_61765dbd,58.31,97.97,95.34,8,83.87,2025-06-03
STU_c121eac7,SUB_ART_886,TCH_59cac908,91.59,91.54,71.34,9,84.82,2025-07-07
STU_c121eac7,SUB_CHE_148,TCH_61765dbd,63.26,90.65,67.61,9,73.84,2025-07-15
STU_bf00e2ca,SUB_BIO_910,TCH_82b5b2da,74.62,56.15,62.65,9,64.47,2025-01-12
STU_bf00e2ca,SUB_ART_886,TCH_59cac908,83.44,89.23,63.63,9,78.77,2025-03-09
STU_bf00e2ca,SUB_HIS_105,TCH_fc41ed5e,66.58,60.41,98.0,7,75.0,2025-07-08
STU_6ac16e46,SUB_PHY_117,TCH_29eb2101,62.55,90.26,86.32,9,79.71,2025-07-03
STU_6ac16e46,SUB_HIS_105,TCH_be7faa8a,54.38,62.25,56.31,9,57.65,2025-07-27
STU_6ac16e46,SUB_COM_142,TCH_82b5b2da,67.79,71.43,55.72,10,64.98,2025-07-22
STU_8aea8dcf,SUB_HIS_105,TCH_59cac908,57.59,64.88,97.93,9,73.47,2025-09-08
STU_8aea8dcf,SUB_PHY_117,TCH_61765dbd,90.75,68.28,82.17,8,80.4,2025-06-25
STU_8aea8dcf,SUB_ART_886,TCH_7602e517,95.06,78.09,75.5,8,82.88,2025-09-26
